               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,    train/theta_loss,   metrics/precision,      metrics/recall,    metrics/HBBmAP.5,metrics/HBBmAP.5:.95,        val/box_loss,        val/obj_loss,        val/cls_loss,      val/theta_loss,               x/lr0,               x/lr1,               x/lr2
                 510,            0.037369,            0.015863,          0.00053365,            0.090534,             0.98889,             0.89981,             0.93829,             0.77389,            0.022652,            0.012291,          0.00027951,            0.072237,           0.0058869,           0.0058869,           0.0058869
                 511,            0.038784,            0.015113,          0.00042662,            0.090423,             0.98731,             0.89911,             0.93842,              0.7611,            0.022508,            0.012294,          0.00028286,            0.071954,           0.0058744,           0.0058744,           0.0058744
                 512,            0.037527,            0.015476,          0.00045126,            0.090028,              0.9893,             0.89739,             0.93891,             0.77528,            0.022193,            0.012362,          0.00027586,            0.071992,           0.0058618,           0.0058618,           0.0058618
                 513,            0.038435,             0.01607,          0.00047028,             0.08975,             0.98575,             0.89713,             0.93928,             0.77877,            0.022199,            0.012358,          0.00026761,             0.07237,           0.0058492,           0.0058492,           0.0058492
                 514,            0.038388,            0.016312,          0.00035579,            0.086818,             0.98699,             0.89597,              0.9396,             0.78083,             0.02259,            0.012288,          0.00025788,            0.072512,           0.0058367,           0.0058367,           0.0058367
                 515,            0.038251,            0.016076,          0.00047428,            0.089827,             0.98877,             0.89698,             0.93939,               0.787,            0.022202,            0.012231,          0.00025079,            0.072175,           0.0058241,           0.0058241,           0.0058241
                 516,            0.036826,            0.015466,          0.00050825,            0.089745,             0.98909,             0.89668,             0.93945,               0.782,            0.022386,            0.012209,          0.00025076,            0.072124,           0.0058116,           0.0058116,           0.0058116
                 517,            0.039085,            0.015168,           0.0005445,            0.085198,             0.98876,             0.89695,             0.93813,             0.78191,            0.022485,            0.012185,          0.00025164,            0.071761,            0.005799,            0.005799,            0.005799
                 518,            0.040729,            0.016391,          0.00063388,            0.087024,             0.98616,              0.8985,             0.93812,             0.77935,            0.022164,            0.012209,          0.00026559,            0.072985,           0.0057865,           0.0057865,           0.0057865
                 519,            0.038794,            0.015553,          0.00039891,            0.086348,             0.98711,             0.89687,             0.93758,             0.78992,            0.021769,            0.012244,          0.00027572,             0.07261,           0.0057739,           0.0057739,           0.0057739
                 520,            0.038386,            0.016399,          0.00052172,            0.089462,             0.98503,             0.89916,             0.93796,             0.79533,            0.021824,            0.012153,          0.00026655,            0.072785,           0.0057614,           0.0057614,           0.0057614
                 521,            0.039145,            0.016391,          0.00048013,            0.086346,             0.98827,             0.89796,             0.93889,             0.78202,            0.022071,            0.012129,          0.00025734,            0.072533,           0.0057488,           0.0057488,           0.0057488
                 522,             0.03651,            0.016254,          0.00042773,            0.087377,             0.98582,             0.89912,             0.93935,             0.78572,            0.021721,            0.012062,           0.0002595,            0.071845,           0.0057363,           0.0057363,           0.0057363
                 523,            0.038814,            0.015588,          0.00034691,            0.086749,              0.9866,              0.8995,             0.94021,             0.79083,            0.022014,            0.012087,          0.00025296,            0.071612,           0.0057238,           0.0057238,           0.0057238
                 524,            0.037926,            0.015825,          0.00044005,            0.087023,             0.98465,             0.90123,             0.94026,             0.78058,            0.022286,            0.012141,          0.00024214,            0.071468,           0.0057112,           0.0057112,           0.0057112
                 525,            0.038499,            0.015628,           0.0004214,            0.089753,             0.98713,             0.90046,             0.93916,             0.78457,             0.02181,            0.012135,          0.00024715,            0.071659,           0.0056987,           0.0056987,           0.0056987
                 526,            0.037032,            0.015923,          0.00082301,             0.08944,             0.98425,             0.90008,             0.93863,             0.79115,            0.021964,            0.012134,          0.00025409,            0.072016,           0.0056862,           0.0056862,           0.0056862
                 527,            0.037186,            0.014935,          0.00066227,             0.08877,             0.98158,             0.89981,             0.93839,             0.79678,            0.021459,            0.012137,          0.00025685,            0.072152,           0.0056736,           0.0056736,           0.0056736
                 528,            0.037838,            0.015585,          0.00062262,            0.087197,             0.97952,             0.90057,             0.93723,             0.79538,            0.021557,             0.01218,          0.00025621,             0.07219,           0.0056611,           0.0056611,           0.0056611
                 529,            0.037701,            0.014488,          0.00046177,            0.088056,             0.98667,             0.89628,             0.93761,              0.7887,             0.02187,            0.012271,          0.00025434,            0.072203,           0.0056486,           0.0056486,           0.0056486
                 530,            0.037094,            0.015405,          0.00044477,            0.088994,             0.98181,             0.89838,             0.93786,             0.79132,            0.021943,            0.012263,          0.00025178,             0.07175,           0.0056361,           0.0056361,           0.0056361
                 531,            0.037641,            0.014292,          0.00036471,            0.086327,             0.98638,             0.89819,             0.93797,             0.78739,            0.021899,            0.012203,          0.00025312,            0.071192,           0.0056236,           0.0056236,           0.0056236
                 532,            0.037173,            0.015485,          0.00038824,            0.090654,             0.98348,             0.90102,             0.93797,             0.78811,            0.021681,            0.012145,           0.0002526,             0.07062,           0.0056111,           0.0056111,           0.0056111
                 533,            0.037762,            0.015244,          0.00046322,            0.087168,             0.98534,             0.90041,             0.93807,             0.77619,            0.022067,            0.012234,          0.00025461,            0.070442,           0.0055986,           0.0055986,           0.0055986
                 534,            0.038355,            0.016108,          0.00056394,            0.088519,             0.98615,             0.90087,             0.93847,             0.77367,            0.021962,            0.012256,          0.00025512,            0.070611,           0.0055861,           0.0055861,           0.0055861
                 535,            0.037661,            0.015453,          0.00063809,             0.08891,             0.98416,             0.90142,             0.93888,             0.77292,            0.022048,            0.012178,          0.00025219,             0.07122,           0.0055736,           0.0055736,           0.0055736
                 536,            0.037986,            0.015193,           0.0004686,             0.08615,             0.98711,             0.90012,              0.9397,             0.77885,            0.021938,            0.012138,          0.00024703,            0.071346,           0.0055611,           0.0055611,           0.0055611
                 537,            0.037659,            0.015143,           0.0004287,            0.086481,             0.98917,             0.89787,             0.93908,             0.78588,            0.021963,            0.012116,          0.00024485,            0.070805,           0.0055486,           0.0055486,           0.0055486
                 538,            0.039244,            0.015806,           0.0005076,             0.08843,             0.98561,             0.89845,             0.93868,             0.78054,            0.022547,            0.012256,          0.00024158,            0.070625,           0.0055361,           0.0055361,           0.0055361
                 539,            0.037068,            0.016047,          0.00050804,            0.089577,             0.98739,             0.89744,             0.93829,             0.78833,            0.021952,            0.012116,          0.00023428,            0.070363,           0.0055236,           0.0055236,           0.0055236
                 540,            0.038141,            0.016595,          0.00055872,            0.090182,             0.98685,             0.90025,             0.93837,             0.78972,            0.021931,            0.012136,          0.00022847,            0.070637,           0.0055111,           0.0055111,           0.0055111
                 541,            0.037992,            0.015484,          0.00058154,            0.089202,             0.98411,             0.90001,             0.93808,             0.78369,            0.021658,            0.012121,          0.00022813,            0.071186,           0.0054987,           0.0054987,           0.0054987
                 542,            0.037264,            0.015289,          0.00042266,            0.086603,             0.98684,             0.89992,             0.93923,             0.77781,            0.021922,            0.012124,          0.00024586,            0.072102,           0.0054862,           0.0054862,           0.0054862
                 543,            0.039346,              0.0166,          0.00062077,            0.085188,             0.98613,                 0.9,             0.93944,             0.76483,            0.021926,            0.012093,          0.00026049,            0.072181,           0.0054737,           0.0054737,           0.0054737
                 544,             0.03663,             0.01491,          0.00041417,            0.088363,             0.98613,             0.89842,               0.939,             0.77629,            0.022194,            0.012143,          0.00026575,            0.071707,           0.0054613,           0.0054613,           0.0054613
                 545,            0.040604,            0.016785,          0.00055772,            0.086173,              0.9833,             0.89842,             0.93918,              0.7837,            0.021979,            0.012245,          0.00026485,            0.071304,           0.0054488,           0.0054488,           0.0054488
                 546,            0.036827,            0.015779,          0.00064611,            0.089993,             0.98114,             0.89973,             0.93941,             0.78721,            0.021874,            0.012271,          0.00025582,            0.071256,           0.0054364,           0.0054364,           0.0054364
                 547,            0.036954,            0.015413,          0.00044638,            0.086496,             0.98384,             0.89871,             0.93971,             0.78814,            0.021892,            0.012192,          0.00024354,            0.070824,            0.005424,            0.005424,            0.005424
                 548,            0.038025,            0.015332,          0.00038319,            0.086382,             0.98066,             0.89909,             0.93957,             0.79346,            0.021978,            0.012173,          0.00024668,            0.070819,           0.0054115,           0.0054115,           0.0054115
                 549,             0.03788,            0.015488,          0.00061492,            0.087055,             0.98319,             0.89855,             0.93934,             0.78896,            0.021883,            0.012135,          0.00025175,            0.071232,           0.0053991,           0.0053991,           0.0053991
                 550,             0.03856,            0.015795,          0.00054838,            0.088455,              0.9884,             0.89769,              0.9396,             0.79051,             0.02165,            0.012062,          0.00024463,            0.070934,           0.0053867,           0.0053867,           0.0053867
                 551,            0.036683,            0.015831,           0.0004245,            0.086905,             0.98403,             0.90072,             0.93881,             0.78687,            0.021407,            0.011918,          0.00023706,            0.071075,           0.0053743,           0.0053743,           0.0053743
                 552,            0.038362,             0.01604,          0.00046638,            0.085772,             0.98496,             0.90062,             0.93905,             0.77832,            0.021579,            0.012016,          0.00023761,            0.071143,           0.0053619,           0.0053619,           0.0053619
                 553,            0.038875,            0.014849,          0.00038014,            0.084415,             0.98508,             0.90119,             0.93947,             0.78017,            0.021585,            0.012007,          0.00024301,            0.070821,           0.0053495,           0.0053495,           0.0053495
                 554,             0.03821,            0.015179,          0.00042457,            0.083056,             0.98938,             0.89976,             0.94078,             0.78535,              0.0216,            0.012051,           0.0002494,            0.070626,           0.0053371,           0.0053371,           0.0053371
                 555,            0.036727,             0.01591,          0.00065609,            0.089282,             0.98871,             0.89885,             0.94095,             0.78157,            0.021631,            0.012001,          0.00024317,            0.070577,           0.0053247,           0.0053247,           0.0053247
                 556,            0.037009,            0.014444,          0.00051277,            0.087325,             0.99062,             0.89922,             0.94151,             0.78583,            0.021648,            0.011969,          0.00023448,            0.070296,           0.0053123,           0.0053123,           0.0053123
                 557,            0.038872,            0.015748,           0.0004933,              0.0839,             0.98907,             0.90006,             0.94164,             0.78971,             0.02151,            0.011954,          0.00022572,            0.069941,           0.0052999,           0.0052999,           0.0052999
                 558,             0.03738,            0.015289,           0.0003543,            0.085723,             0.98993,             0.89967,              0.9416,             0.78828,            0.021463,            0.011947,          0.00022266,            0.070069,           0.0052875,           0.0052875,           0.0052875
                 559,            0.037383,            0.015642,            0.000533,             0.08767,             0.98857,             0.89967,              0.9414,             0.79507,            0.021675,               0.012,          0.00022576,            0.070432,           0.0052752,           0.0052752,           0.0052752
                 560,            0.038418,            0.014994,          0.00038189,            0.087641,             0.98917,             0.89784,             0.94099,             0.78954,            0.021439,             0.01197,          0.00022849,            0.071502,           0.0052628,           0.0052628,           0.0052628
                 561,            0.036192,            0.015511,          0.00046402,            0.090063,             0.98874,             0.89853,             0.94097,             0.79687,            0.021273,            0.011921,          0.00023055,             0.07239,           0.0052505,           0.0052505,           0.0052505
                 562,            0.036951,            0.015669,          0.00065571,             0.08954,             0.98374,             0.90248,             0.94068,             0.80219,            0.021245,            0.011923,          0.00022661,            0.071638,           0.0052381,           0.0052381,           0.0052381
                 563,            0.038589,             0.01655,          0.00048562,            0.089324,             0.98261,             0.90064,             0.94008,             0.79347,            0.021502,             0.01198,          0.00022287,            0.070841,           0.0052258,           0.0052258,           0.0052258
                 564,            0.037038,             0.01483,          0.00051124,            0.085852,             0.98246,             0.90223,             0.94138,             0.78134,            0.021799,            0.011986,          0.00022029,            0.070335,           0.0052135,           0.0052135,           0.0052135
                 565,            0.036518,            0.015652,          0.00041551,            0.089236,             0.98391,             0.90054,             0.94175,             0.77834,            0.021808,            0.011942,          0.00022723,            0.070158,           0.0052012,           0.0052012,           0.0052012
                 566,            0.038619,            0.016366,          0.00046908,            0.087053,              0.9843,             0.90015,             0.94106,             0.79193,            0.021333,            0.011917,           0.0002353,            0.069863,           0.0051889,           0.0051889,           0.0051889
                 567,            0.034995,            0.015546,            0.000485,             0.09069,             0.98749,             0.89861,             0.94182,             0.79603,            0.021103,            0.011905,          0.00023785,             0.07006,           0.0051765,           0.0051765,           0.0051765
                 568,             0.03813,            0.015789,          0.00039715,            0.085301,             0.98907,             0.89749,             0.94142,             0.79703,            0.021089,            0.011899,          0.00024077,             0.06983,           0.0051643,           0.0051643,           0.0051643
                 569,            0.037542,            0.015079,          0.00052434,            0.084205,             0.98677,               0.898,             0.94123,             0.80416,            0.021016,            0.011914,           0.0002455,            0.069808,            0.005152,            0.005152,            0.005152
                 570,             0.03667,            0.015297,          0.00045957,            0.085661,             0.98737,             0.89571,             0.94031,             0.79212,            0.021617,            0.011998,          0.00025686,            0.069808,           0.0051397,           0.0051397,           0.0051397
                 571,            0.035203,            0.014443,          0.00043438,            0.088484,             0.98795,             0.89942,             0.94072,             0.79478,            0.021622,            0.011992,          0.00026839,              0.0698,           0.0051274,           0.0051274,           0.0051274
                 572,            0.035255,            0.014634,          0.00056667,            0.086896,             0.98713,             0.89919,             0.94045,             0.80449,            0.021314,            0.011927,          0.00027706,            0.069776,           0.0051152,           0.0051152,           0.0051152
                 573,            0.036679,            0.015215,           0.0005298,             0.08624,             0.98142,             0.90066,             0.93966,             0.80547,            0.021208,            0.011873,          0.00027971,            0.069749,           0.0051029,           0.0051029,           0.0051029
                 574,            0.037239,            0.015336,          0.00042672,            0.087397,             0.98384,             0.90205,             0.94205,             0.81012,             0.02137,            0.011884,          0.00027031,            0.070251,           0.0050907,           0.0050907,           0.0050907
                 575,            0.037229,            0.015237,          0.00051932,            0.085995,             0.98718,             0.89727,             0.94127,             0.80083,            0.021765,            0.011933,           0.0002626,            0.070617,           0.0050784,           0.0050784,           0.0050784
                 576,            0.036963,            0.016539,          0.00044616,            0.089252,             0.98912,             0.89706,             0.94076,             0.80311,            0.021465,            0.011914,          0.00025939,            0.070324,           0.0050662,           0.0050662,           0.0050662
                 577,            0.034904,            0.014594,          0.00051996,            0.086895,             0.99134,             0.89638,             0.94069,             0.80226,            0.021339,             0.01185,          0.00026004,            0.070182,            0.005054,            0.005054,            0.005054
                 578,             0.03513,            0.015222,          0.00058357,            0.090762,             0.98764,             0.89988,             0.93995,              0.7982,            0.021255,            0.011801,          0.00025644,            0.069736,           0.0050418,           0.0050418,           0.0050418
                 579,            0.037689,            0.015572,          0.00048899,             0.08629,             0.98897,             0.89886,             0.94041,             0.79641,            0.021337,              0.0118,          0.00024784,             0.06975,           0.0050296,           0.0050296,           0.0050296
                 580,            0.037803,            0.015464,          0.00038146,             0.08803,              0.9853,             0.90135,             0.94004,             0.79994,            0.021262,            0.011826,          0.00024683,             0.06969,           0.0050174,           0.0050174,           0.0050174
                 581,            0.036659,            0.014796,          0.00035748,            0.086352,             0.98623,             0.90145,             0.93989,             0.78369,            0.022316,            0.012012,          0.00024532,            0.069663,           0.0050052,           0.0050052,           0.0050052
                 582,             0.03656,            0.015686,          0.00046644,            0.085868,             0.98795,             0.90027,             0.94038,             0.78939,            0.021746,            0.011955,          0.00024028,            0.069795,           0.0049931,           0.0049931,           0.0049931
                 583,            0.036701,            0.015015,          0.00042822,            0.086181,             0.98559,             0.90137,             0.93996,             0.79859,            0.021109,            0.011847,          0.00023954,            0.069579,           0.0049809,           0.0049809,           0.0049809
                 584,            0.036856,            0.016193,          0.00060193,            0.085881,             0.98728,             0.89934,             0.94041,             0.79174,            0.021417,            0.011843,          0.00023342,            0.069514,           0.0049688,           0.0049688,           0.0049688
                 585,            0.038308,            0.016205,          0.00042074,            0.085645,             0.98405,             0.90035,             0.94073,             0.79743,            0.020794,            0.011736,          0.00022778,            0.069326,           0.0049566,           0.0049566,           0.0049566
                 586,            0.034813,            0.014795,          0.00048181,            0.087123,             0.98512,             0.89992,             0.94039,             0.79748,            0.020888,             0.01177,          0.00022588,            0.069219,           0.0049445,           0.0049445,           0.0049445
                 587,            0.035711,            0.015211,           0.0005116,            0.088798,             0.98526,             0.90096,              0.9406,             0.79816,            0.020794,            0.011796,          0.00022794,            0.069319,           0.0049324,           0.0049324,           0.0049324
                 588,            0.037384,            0.015826,          0.00043111,            0.086885,             0.98694,             0.89998,             0.93989,             0.78971,            0.021101,            0.011833,          0.00022928,            0.069189,           0.0049203,           0.0049203,           0.0049203
                 589,            0.037525,            0.015994,          0.00068554,            0.088068,             0.99064,             0.89937,             0.94079,             0.79808,            0.021202,            0.011822,          0.00022808,            0.069599,           0.0049082,           0.0049082,           0.0049082
                 590,            0.035792,            0.015617,          0.00067403,            0.089184,             0.99103,               0.899,             0.94046,              0.7932,            0.021232,            0.011861,          0.00022595,            0.069594,           0.0048961,           0.0048961,           0.0048961
                 591,            0.037423,            0.015341,           0.0004316,            0.084836,              0.9899,             0.90029,             0.93985,             0.79659,            0.021051,            0.011811,          0.00022394,            0.069432,            0.004884,            0.004884,            0.004884
                 592,            0.035762,            0.015231,          0.00052798,            0.087575,             0.98838,             0.90114,             0.93997,             0.79356,            0.021022,             0.01178,          0.00022246,            0.069536,            0.004872,            0.004872,            0.004872
                 593,            0.036999,             0.01493,          0.00043396,            0.087462,             0.98913,             0.89965,             0.94074,             0.78947,            0.021096,            0.011797,          0.00022411,            0.069962,           0.0048599,           0.0048599,           0.0048599
                 594,            0.035511,            0.015356,          0.00044637,            0.087545,             0.98983,             0.89947,             0.94032,             0.79328,            0.021016,            0.011833,          0.00022619,            0.070033,           0.0048479,           0.0048479,           0.0048479
                 595,            0.037941,            0.016378,          0.00033331,            0.083581,             0.98799,             0.90041,             0.94055,             0.79682,            0.021029,            0.011846,          0.00022346,            0.069809,           0.0048359,           0.0048359,           0.0048359
                 596,            0.035921,            0.014253,          0.00033629,            0.083836,             0.98733,             0.90059,             0.93986,             0.79599,             0.02098,            0.011871,          0.00021704,            0.069911,           0.0048238,           0.0048238,           0.0048238
                 597,            0.037044,            0.015148,          0.00050642,            0.085545,             0.98497,              0.9012,             0.94002,             0.79791,            0.021004,            0.011883,           0.0002121,            0.069633,           0.0048118,           0.0048118,           0.0048118
                 598,            0.035203,            0.014929,          0.00047517,            0.086088,             0.98814,             0.89819,             0.93997,             0.80065,            0.020937,            0.011825,          0.00021251,            0.069264,           0.0047998,           0.0047998,           0.0047998
                 599,            0.034729,            0.015663,          0.00038919,            0.089146,             0.98931,             0.89885,             0.94011,             0.80178,            0.020707,            0.011722,          0.00021235,            0.068869,           0.0047879,           0.0047879,           0.0047879
                 600,            0.035491,             0.01603,          0.00041017,            0.087746,              0.9863,             0.90056,             0.94004,             0.80168,            0.020611,            0.011671,          0.00021063,            0.068764,           0.0047759,           0.0047759,           0.0047759
                 601,             0.03486,            0.014908,          0.00045322,            0.083496,             0.98875,              0.8993,              0.9407,             0.80307,            0.020617,            0.011653,          0.00021051,            0.068805,           0.0047639,           0.0047639,           0.0047639
                 602,            0.035766,            0.015472,          0.00046758,            0.086477,             0.99002,             0.89871,             0.94049,             0.80356,            0.020632,            0.011605,          0.00021372,            0.068981,            0.004752,            0.004752,            0.004752
                 603,            0.036273,            0.014209,          0.00036037,            0.084337,             0.98917,             0.89828,             0.93984,             0.80203,             0.02075,            0.011616,          0.00021523,            0.069606,           0.0047401,           0.0047401,           0.0047401
                 604,            0.036339,            0.015703,          0.00041352,            0.084436,             0.98868,              0.9006,             0.94003,             0.80007,            0.020713,            0.011613,          0.00021231,            0.069491,           0.0047281,           0.0047281,           0.0047281
                 605,            0.035465,            0.014959,          0.00041626,            0.087222,             0.98842,             0.89933,             0.93957,             0.80352,            0.020609,            0.011593,          0.00021315,            0.069253,           0.0047162,           0.0047162,           0.0047162
                 606,            0.036769,            0.015414,          0.00043654,            0.085066,             0.98733,             0.90113,             0.94062,             0.80107,            0.020564,             0.01163,           0.0002181,            0.069045,           0.0047043,           0.0047043,           0.0047043
                 607,            0.035448,            0.013887,          0.00039413,            0.082405,             0.98893,              0.9011,             0.94027,             0.79549,            0.020926,            0.011705,          0.00022186,            0.068863,           0.0046924,           0.0046924,           0.0046924
                 608,            0.037137,            0.014924,          0.00049716,            0.084378,             0.98837,             0.90167,             0.94053,             0.79781,            0.020957,            0.011687,          0.00022993,            0.069102,           0.0046806,           0.0046806,           0.0046806
                 609,            0.034794,            0.014798,          0.00068662,            0.087664,             0.98534,             0.90136,             0.94078,             0.80353,            0.020815,            0.011674,          0.00023482,              0.0691,           0.0046687,           0.0046687,           0.0046687
                 610,            0.034222,             0.01438,          0.00054391,            0.086204,             0.98857,             0.90086,             0.94167,             0.80396,            0.020725,            0.011761,          0.00023397,            0.069107,           0.0046569,           0.0046569,           0.0046569
                 611,            0.037037,            0.015556,           0.0004588,             0.08572,             0.98781,             0.90097,             0.94075,              0.7957,            0.020865,            0.011781,           0.0002313,            0.069183,            0.004645,            0.004645,            0.004645
                 612,            0.036277,             0.01592,          0.00038604,             0.08449,             0.98797,             0.89973,             0.94033,             0.79468,            0.021037,            0.011807,          0.00022961,            0.069096,           0.0046332,           0.0046332,           0.0046332
                 613,            0.036146,            0.014561,          0.00036771,            0.083929,             0.98676,             0.90064,             0.94011,             0.79049,            0.020968,            0.011808,          0.00022573,            0.069088,           0.0046214,           0.0046214,           0.0046214
                 614,            0.037738,            0.016333,          0.00038048,             0.08532,             0.98852,             0.90143,             0.94018,             0.78732,            0.021092,            0.011788,          0.00022223,            0.069033,           0.0046096,           0.0046096,           0.0046096
                 615,            0.034956,            0.015541,          0.00036651,            0.083944,              0.9893,             0.90145,             0.94012,             0.79039,            0.021009,            0.011766,          0.00022088,            0.068955,           0.0045979,           0.0045979,           0.0045979
                 616,            0.034835,            0.014238,          0.00039743,             0.08643,             0.98768,             0.90103,             0.93884,             0.78867,             0.02095,             0.01175,           0.0002143,            0.068852,           0.0045861,           0.0045861,           0.0045861
                 617,            0.036104,            0.016371,           0.0005151,            0.087924,             0.98894,             0.90063,             0.93919,             0.79014,            0.021186,            0.011793,          0.00021046,            0.068751,           0.0045744,           0.0045744,           0.0045744
                 618,            0.036172,            0.014838,          0.00048793,            0.084373,             0.98778,             0.90046,             0.94039,             0.78825,            0.021089,            0.011767,           0.0002081,            0.068517,           0.0045626,           0.0045626,           0.0045626
                 619,            0.035314,            0.014764,          0.00044582,            0.086698,             0.98724,              0.9005,             0.94028,             0.78731,             0.02091,            0.011761,          0.00020546,            0.068578,           0.0045509,           0.0045509,           0.0045509
                 620,            0.034669,             0.01488,          0.00041391,            0.084846,             0.98927,             0.90038,             0.93961,             0.79007,            0.020879,            0.011743,          0.00020544,            0.068776,           0.0045392,           0.0045392,           0.0045392
                 621,            0.035725,            0.016308,          0.00047035,            0.087726,             0.98945,               0.901,             0.94034,             0.79867,            0.020545,            0.011646,          0.00020671,             0.06892,           0.0045275,           0.0045275,           0.0045275
                 622,            0.035768,            0.015303,          0.00041745,            0.084387,             0.98835,             0.90052,             0.93951,             0.79692,            0.020536,            0.011609,          0.00020655,            0.068602,           0.0045158,           0.0045158,           0.0045158
                 623,            0.035541,            0.015499,           0.0004525,            0.086589,             0.98908,             0.90144,             0.94163,             0.79913,            0.020543,            0.011628,          0.00020532,            0.068587,           0.0045042,           0.0045042,           0.0045042
                 624,            0.036261,            0.014995,           0.0003535,            0.083859,             0.98872,              0.9004,             0.94107,              0.7988,            0.020555,            0.011672,          0.00020978,            0.068787,           0.0044925,           0.0044925,           0.0044925
                 625,            0.034405,            0.015076,           0.0003517,            0.086185,             0.98809,             0.90057,             0.94154,             0.80399,            0.020414,             0.01168,          0.00021306,            0.069004,           0.0044809,           0.0044809,           0.0044809
                 626,             0.03552,            0.015608,          0.00045636,             0.08531,             0.98684,             0.90037,             0.94229,             0.80515,            0.020535,            0.011722,          0.00021182,            0.069219,           0.0044693,           0.0044693,           0.0044693
                 627,            0.034615,            0.014037,          0.00033319,             0.08394,             0.98923,             0.90093,             0.94302,             0.80373,            0.020452,            0.011664,           0.0002114,            0.069349,           0.0044577,           0.0044577,           0.0044577
                 628,            0.035793,             0.01497,          0.00050521,            0.086123,             0.98766,             0.90062,             0.94293,             0.80354,            0.020535,            0.011655,          0.00020907,            0.069493,           0.0044461,           0.0044461,           0.0044461
                 629,            0.035949,            0.015389,           0.0004432,            0.085025,             0.98842,             0.89951,             0.94253,             0.80605,            0.020582,            0.011635,          0.00020991,            0.069219,           0.0044345,           0.0044345,           0.0044345
                 630,            0.035903,            0.014573,          0.00050935,            0.085618,             0.98917,             0.89929,             0.94269,             0.80731,            0.020512,            0.011612,          0.00021174,            0.069064,           0.0044229,           0.0044229,           0.0044229
                 631,            0.034938,            0.014988,          0.00048126,            0.088892,             0.98674,             0.90044,             0.94229,             0.80782,            0.020541,            0.011602,          0.00021442,            0.068752,           0.0044114,           0.0044114,           0.0044114
                 632,            0.035507,            0.015014,          0.00036496,            0.086717,              0.9912,             0.89879,             0.94219,             0.80261,            0.020885,             0.01167,          0.00021347,            0.068621,           0.0043999,           0.0043999,           0.0043999
                 633,            0.034537,            0.015537,           0.0005198,            0.085954,             0.98679,             0.90107,             0.94217,             0.80659,            0.020471,            0.011593,          0.00021178,            0.068972,           0.0043884,           0.0043884,           0.0043884
                 634,            0.037389,            0.015093,          0.00046274,            0.083532,              0.9874,             0.90041,             0.94182,             0.80375,            0.020418,            0.011582,          0.00021323,            0.069408,           0.0043769,           0.0043769,           0.0043769
                 635,            0.035164,            0.014899,          0.00046819,            0.083945,              0.9896,             0.90014,             0.94203,             0.80973,            0.020237,            0.011534,          0.00021374,            0.069065,           0.0043654,           0.0043654,           0.0043654
                 636,            0.034026,            0.014417,          0.00038903,            0.084776,             0.98656,             0.90148,             0.94157,             0.80803,            0.020353,            0.011523,          0.00021115,            0.069001,           0.0043539,           0.0043539,           0.0043539
                 637,            0.034533,            0.015365,          0.00046061,            0.087542,             0.98714,             0.90194,             0.94156,              0.8102,            0.020436,            0.011561,           0.0002073,            0.069124,           0.0043425,           0.0043425,           0.0043425
                 638,            0.036228,            0.014997,          0.00045027,            0.084206,             0.98722,             0.90039,             0.94191,              0.8085,            0.020476,            0.011584,           0.0002031,            0.068839,           0.0043311,           0.0043311,           0.0043311
                 639,            0.035333,            0.014316,           0.0003659,            0.082832,             0.98717,             0.90095,             0.94217,             0.80639,             0.02046,            0.011585,          0.00019971,            0.068675,           0.0043197,           0.0043197,           0.0043197
                 640,            0.034986,            0.014869,          0.00043343,            0.086699,             0.98893,             0.89971,              0.9419,             0.80653,            0.020461,            0.011545,          0.00019746,            0.068647,           0.0043083,           0.0043083,           0.0043083
                 641,            0.036076,            0.014974,          0.00040092,            0.084225,             0.98793,             0.90034,             0.94173,             0.80662,            0.020435,            0.011534,          0.00019635,            0.068537,           0.0042969,           0.0042969,           0.0042969
                 642,            0.034964,            0.015174,          0.00049232,            0.085257,             0.98933,              0.8996,             0.94199,             0.80808,            0.020251,            0.011478,          0.00019577,            0.068484,           0.0042855,           0.0042855,           0.0042855
                 643,            0.035673,            0.014921,           0.0003998,            0.084204,             0.98935,              0.9005,             0.94178,             0.80708,            0.020314,             0.01147,           0.0001957,             0.06867,           0.0042742,           0.0042742,           0.0042742
